Partido,Dimensión,Categoría Tecnológica,Cita Textual de la Propuesta,Madurez
Alianza Fuerza y Libertad,Seguridad Ciudadana,Big Data,Plataforma Nacional de Inteligencia Criminal interoperable... integración de bases de datos de la PNP y del Ministerio Público. (Pág. 139),Normativa
Alianza Fuerza y Libertad,Seguridad Ciudadana,Sistemas de Información,Centros de Comando y Control articulados... procesarán información en tiempo real. (Pág. 140),Instrumental
Alianza Fuerza y Libertad,Seguridad Ciudadana,Big Data,Ausencia de análisis de Big Data convierten la investigación criminal en un proceso lento. (Pág. 142),Instrumental
Alianza Fuerza y Libertad,Seguridad Ciudadana,Big Data,"Uso estratégico de tecnología aplicada a la seguridad... análisis de información, la interoperabilidad de datos. (Pág. 143)",Declarativa
Alianza Fuerza y Libertad,Seguridad Ciudadana,Big Data,"Análisis delictivo georreferenciado, uso de información predictiva y articulación con sistemas de videovigilancia. (Pág. 144)",Instrumental
Alianza Fuerza y Libertad,Seguridad Ciudadana,Big Data,"Células de análisis delictivo con soporte tecnológico (análisis georreferenciado, patrones de reincidencia y alertas tempranas). (Pág. 145)",Instrumental
Alianza Fuerza y Libertad,Seguridad Ciudadana,Sistemas de Información,Uso de inteligencia financiera y herramientas tecnológicas para rastrear flujos de dinero ilícito. (Pág. 147),Instrumental
Alianza Fuerza y Libertad,Seguridad Ciudadana,Seguridad,Brigadas especializadas... enfoque de inteligencia criminal y ciber inteligencia. (Pág. 149),Instrumental
Alianza Fuerza y Libertad,Gobernanza,Sistemas de Información,"Procesos penales más ágiles mediante plazos diferenciados, uso intensivo de tecnología. (Pág. 152)",Declarativa
Alianza Fuerza y Libertad,Seguridad Ciudadana,Seguridad,"Sistemas efectivos de inhibición y control de comunicaciones, vigilancia electrónica y análisis de información penitenciaria. (Pág. 153)",Instrumental
Alianza Fuerza y Libertad,Seguridad Ciudadana,Inteligencia Artificial,Uso de análisis de datos y modelos predictivos para anticipar patrones delictivos y optimizar el despliegue policial. (Pág. 155),Instrumental
Alianza Fuerza y Libertad,Seguridad Ciudadana,Inteligencia Artificial,"Sistemas de videovigilancia inteligente... incorporando analítica de video, sensores y alertas tempranas. (Pág. 155)",Instrumental
Alianza Fuerza y Libertad,Seguridad Ciudadana,Sistemas de Información,"Centros de Comando, Control, Comunicaciones y Cómputo (C5) a nivel regional, interoperables con un sistema nacional. (Pág. 155)",Programática
Alianza Fuerza y Libertad,Seguridad Ciudadana,Hardware Avanzado,Videovigilancia urbana integrada... conectadas a los centros de comando y control. (Pág. 158),Instrumental
Alianza Fuerza y Libertad,Seguridad Ciudadana,Hardware Avanzado,"Control fronterizo avanzado e inteligente... tecnología de escaneo, análisis de riesgo y sistemas de información interoperables. (Pág. 162)",Instrumental
Alianza Fuerza y Libertad,Seguridad,Sistemas de Información,Plataforma nacional de inteligencia integrada... incorporando protocolos de intercambio seguro. (Pág. 168),Instrumental
Alianza Fuerza y Libertad,Seguridad,Seguridad,"Sistema nacional de ciberdefensa, con capacidades de monitoreo permanente, detección temprana. (Pág. 168)",Normativa
Alianza Fuerza y Libertad,Seguridad,Hardware Avanzado,"Vigilancia tecnológica de fronteras... radares, sistemas no tripulados, sensores y capacidades de monitoreo fluvial. (Pág. 170)",Instrumental
Alianza Fuerza y Libertad,Seguridad,Seguridad,"Centro Nacional de Operaciones de Ciberseguridad, con monitoreo 24/7. (Pág. 171)",Programática
Alianza Fuerza y Libertad,Seguridad,Seguridad,"Sistemas de identificación biométrica, la verificación documental y los procesos de control en los puestos fronterizos. (Pág. 173)",Instrumental
Alianza Fuerza y Libertad,Seguridad,Hardware Avanzado,Vigilancia tecnológica... despliegue de sistemas de monitoreo con drones en áreas críticas. (Pág. 173),Instrumental
Alianza Fuerza y Libertad,Seguridad,Big Data,"Sistema nacional integrado de inteligencia estratégica, sustentado en datos, análisis de riesgos y articulación. (Pág. 176)",Normativa
Alianza Fuerza y Libertad,Seguridad,Seguridad,Comando Nacional de Inteligencia y Ciberseguridad. (Pág. 177),Programática
Alianza Fuerza y Libertad,Seguridad,Seguridad,Auditoría nacional de vulnerabilidades digitales en los sistemas críticos del Estado. (Pág. 177),Instrumental
Alianza Fuerza y Libertad,Seguridad,Big Data,Sistema piloto de monitoreo de desinformación digital en contextos críticos. (Pág. 178),Programática
Alianza Fuerza y Libertad,Gobernanza,Sistemas de Información,Modernización del Sistema Nacional de Inversiones... Optimización de Invierte.pe. (Pág. 180),Normativa
Alianza Fuerza y Libertad,Desarrollo Territorial,Sistemas de Información,Digitalización obligatoria de procesos comerciales... en EPS. (Pág. 190),Normativa
Alianza Fuerza y Libertad,Desarrollo Territorial,Hardware Avanzado,Instalación de medidores inteligentes y sistemas de telemetría para mejorar la medición del consumo. (Pág. 190),Instrumental
Alianza Fuerza y Libertad,Desarrollo Territorial,Hardware Avanzado,"Sistemas de monitoreo en tiempo real de disponibilidad, calidad y uso del agua. (Pág. 191)",Instrumental
Alianza Fuerza y Libertad,Desarrollo Territorial,Inteligencia Artificial,Red nacional de sensores... uso de analítica avanzada e inteligencia artificial para predicción de demanda. (Pág. 192),Instrumental
Alianza Fuerza y Libertad,Desarrollo Territorial,Sistemas de Información,Sistema Nacional de Monitoreo de Calidad y Continuidad del Agua... reportes públicos mensuales. (Pág. 195),Programática
Alianza Fuerza y Libertad,Energía,Energías Limpias,Redes inteligentes (smart grids)... mejorar la gestión de la demanda. (Pág. 199),Instrumental
Alianza Fuerza y Libertad,Conectividad,Conectividad,Ampliar y modernizar la Red Nacional de Fibra Óptica y las redes regionales existentes. (Pág. 202),Programática
Alianza Fuerza y Libertad,Gobernanza,Sistemas de Información,Digitalización integral de los servicios públicos prioritarios... identidad digital y protección de datos. (Pág. 202),Instrumental
Alianza Fuerza y Libertad,Educación,Hardware Avanzado,Laboratorios tecnológicos en instituciones educativas y centros de formación. (Pág. 202),Instrumental
Alianza Fuerza y Libertad,Economía,Inteligencia Artificial,"Incorporación de tecnologías emergentes —como inteligencia artificial, automatización e internet de las cosas— en sectores productivos. (Pág. 203)",Declarativa
Alianza Fuerza y Libertad,Conectividad,Conectividad,Plan Nacional de Conectividad 2026–2031. (Pág. 204),Programática
Alianza Fuerza y Libertad,Gobernanza,Sistemas de Información,"Plataforma Única de Trámites del Estado, que concentre los principales procedimientos administrativos. (Pág. 204)",Programática
Alianza Fuerza y Libertad,Educación,Hardware Avanzado,Programa 'Aulas Digitales Rurales'... instalación inicial de laboratorios tecnológicos en 200 escuelas rurales. (Pág. 205),Programática
Alianza Fuerza y Libertad,Economía,Sistemas de Información,Fondo Nacional de Innovación y Startups... soluciones digitales para MYPES. (Pág. 205),Programática
Alianza Fuerza y Libertad,Gobernanza,Sistemas de Información,Implementación operativa del Marco de Interoperabilidad del Estado. (Pág. 205),Normativa
Alianza Fuerza y Libertad,Gobernanza,Sistemas de Información,Sistema nacional de fortalecimiento de capacidades... certificación de gestión en gobiernos regionales y locales. (Pág. 206),Normativa
Alianza Fuerza y Libertad,Gobernanza,Sistemas de Información,"Plataformas digitales estandarizadas que permitan visualizar, en tiempo real, la ejecución presupuestal... trazabilidad completa del gasto. (Pág. 211)",Instrumental
Alianza Fuerza y Libertad,Gobernanza,Sistemas de Información,"Sistemas digitales estandarizados para trámites, licencias, gestión interna y servicios al ciudadano. (Pág. 217)",Instrumental
Alianza Fuerza y Libertad,Gobernanza,Sistemas de Información,Programa de Modernización Municipal Digital... módulos estandarizados de trámites en línea. (Pág. 218),Programática
Alianza Fuerza y Libertad,Economía,Energías Limpias,"Incorporación gradual de tecnologías apropiadas... mecanización básica, riego tecnificado. (Pág. 221)",Declarativa
Alianza Fuerza y Libertad,Economía,Sistemas de Información,"Digitalización rural... integración a sistemas de información agraria, alertas climáticas. (Pág. 222)",Instrumental
Alianza Fuerza y Libertad,Economía,Hardware Avanzado,"Uso de sensores de humedad, herramientas de agricultura de precisión. (Pág. 223)",Instrumental
Alianza Fuerza y Libertad,Economía,Energías Limpias,Programa Nacional de Digitalización y Mecanización Agrícola. (Pág. 223),Programática
Alianza Fuerza y Libertad,Economía,Energías Limpias,Centros Regionales de Innovación y Transferencia Tecnológica Agraria (CRITT-Agrario). (Pág. 224),Programática
Alianza Fuerza y Libertad,Economía,Hardware Avanzado,"Kits tecnológicos básicos —sensores de humedad, medidores de suelo y drones de uso agrícola elemental. (Pág. 225)",Instrumental
Alianza Fuerza y Libertad,Educación,Sistemas de Información,Campaña nacional 'Agro Digital Perú'... alfabetización digital rural. (Pág. 225),Programática
Alianza Fuerza y Libertad,Economía,Big Data,Observatorio Nacional del Agro Tecnológico. (Pág. 226),Programática
Alianza Fuerza y Libertad,Gestión de Riesgos,Hardware Avanzado,"Tecnologías digitales para la gestión del riesgo climático... sensores, estaciones meteorológicas rurales, sistemas de teledetección. (Pág. 232)",Instrumental
Alianza Fuerza y Libertad,Gestión de Riesgos,Big Data,"Plataforma nacional de información hídrica y climática, que integre datos en tiempo real. (Pág. 234)",Programática
Alianza Fuerza y Libertad,Sostenibilidad,Tecnologías de Confianza Distribuida,Sistema Nacional de Trazabilidad Forestal... registro digital y monitoreo satelital. (Pág. 239),Normativa
Alianza Fuerza y Libertad,Sostenibilidad,Sistemas de Información,Sistemas digitales de trazabilidad de residuos... a nivel municipal. (Pág. 246),Instrumental
Alianza Fuerza y Libertad,Sostenibilidad,Hardware Avanzado,"Tecnologías de monitoreo, sensores automáticos y fiscalización remota en actividades de alto impacto. (Pág. 247)",Instrumental
Alianza Fuerza y Libertad,Sostenibilidad,Sistemas de Información,Proyectos piloto de trazabilidad digital de residuos sólidos en al menos 20 municipalidades priorizadas. (Pág. 248),Programática
